type;title;director;cast;country;date_added;release_year;rating;listed_in;description;duration_value;duration_unit;country_count
TV Show;Barbie Dreamhouse Adventures: Go Team Roberts;Unknown;America Young,Kirsten Day,Cassandra Morris,Cassidy Naber,Emma Galvin,Stephanie Sheh,Desirae Whitfield,Cristina Milizia,Lisa Fuson,Greg Chun,Ritesh Rajan,Eamon Brennan;Unknown;2020-03-21;2020;TV-Y;Kids' TV;As the Roberts family heads to Costa Rica to investigate a mermaid legend, Barbie takes on a summer job at a water park run by a devious boss.;2;Seasons;0
TV Show;Archibald's Next Big Thing;Unknown;Tony Hale,Rosamund Pike,Jordan Fisher,Chelsea Kane,Adam Pally,Kari Wahlgren;Unknown;2020-03-20;2020;TV-Y7;Kids' TV, TV Comedies;Happy-go-lucky chicken Archibald may not remember to do his chores, but he never forgets to have fun. After all, life's an adventure!;2;Seasons;0
TV Show;Dino Girl Gauko;Unknown;Naoko Matsui,Hiroshi Kamiya,Kazue Ikura,Chafurin,Chie Kojiro,Mari Mashiba,Ryoko Shiraishi,Hidekatsu Shibata,Tadashi Miyazawa,Sonosuke Hattori,Karen,Yui Toita,Izu Konishi,Eri Ozaki,Risa Nakamura,Tomoyo Chujo,Takuro Hijioka,Sawako Yoshida,Chika Okubo,Yuri Fujiwara,Tomomi Yamakawa,Hikaru Yuki,Miyako Kobayashi,Mutsuki Arisawa,Koharu Nogata,Tomoka Kuzutani,Madoka Yokoyama,Madoka Hiraide,Ayako Takamura,Yuki Arimoto,Yuto Kazama,Arisa Takami,Chika Sakamoto;United States, Japan;2020-03-20;2020;TV-Y7;Anime Series, Kids' TV;When she gets angry, middle schooler Naoko turns into fierce dinosaur Gauko! Thanks to friends, aliens and more, her life is full of wacky incidents.;2;Seasons;2
TV Show;Greenhouse Academy;Unknown;Ariel Mortman,Finn Roberts,Chris O'Neal,Dallas Hart,Cinthya Carmona,Grace Van Dien,Benjamin Papac,Jessica Amlee,BJ Mitchell,Aviv Buchler,Nadine Ellis,Yiftach Mizrahi,Parker Stevenson,Ishai Golan,Selina Giles,Reina Hardesty;United States;2020-03-20;2020;TV-PG;Kids' TV, TV Dramas, Teen TV Shows;When teen siblings Hayley and Alex enter an elite boarding school, they find rivalry, romance and a mystery related to the recent loss of their mom.;4;Seasons;1
TV Show;Self Made: Inspired by the Life of Madam C.J. Walker;Unknown;Octavia Spencer,Tiffany Haddish,Carmen Ejogo,Blair Underwood,Garrett Morris,Kevin Carroll;United States;2020-03-20;2020;TV-MA;TV Dramas;An African American washerwoman rises from poverty to build a beauty empire and become the first female self-made millionaire. Based on a true story.;1;Season;1
TV Show;She;Unknown;Aaditi Pohankar,Vijay Varma,Vishwas Kini,Kishore Kumar G.,Shivani Rangole,Suhita Thatte,Sandeep Dhabale,Saqib Ayub;India;2020-03-20;2020;TV-MA;Crime TV Shows, International TV Shows, TV Dramas;An undercover assignment to expose a drug ring becomes a timid Mumbai constable’s road to empowerment as she realizes her dormant sexuality's potential.;1;Season;1
TV Show;The English Game;Unknown;Edward Holcroft,Kevin Guthrie,Charlotte Hope,Niamh Walsh,Craig Parkinson,James Harkness,Ben Batt,Gerard Kearns,Henry Lloyd-Hughes;United Kingdom;2020-03-20;2020;TV-14;British TV Shows, International TV Shows, TV Dramas;Two 19th-century footballers on opposite sides of a class divide navigate professional and personal turmoil to change the game — and England — forever.;1;Season;1
TV Show;The Letter for the King;Unknown;Amir Wilson,Ruby Ashbourne Serkis,Thaddea Graham,Islam Bouakkaz,Jonah Lees,Jack Barton,Nathanael Saleh,Emilie Cocquerel,Gijs Blom,Kemi-Bo Jacobs,David Wenham,Omid Djalili,Peter Ferdinando;United Kingdom;2020-03-20;2020;TV-PG;British TV Shows, International TV Shows, TV Action & Adventure;A young knight in training contends with ancient prophecies, magical powers and fickle companions as he sets out on an epic quest to save his kingdom.;1;Season;1
TV Show;Tiger King: Murder, Mayhem and Madness;Eric Goode, Rebecca Chaiklin;Unknown;United States;2020-03-20;2020;TV-MA;Crime TV Shows, Docuseries;A zoo owner spirals out of control amid a cast of eccentric characters in this true murder-for-hire story from the underworld of big cat breeding.;1;Season;1
TV Show;Vampires;Unknown;Oulaya Amamra,Suzanne Clément,Kate Moran,Mounir Amamra,Aliocha Schneider,Juliette Cardinski,Pierre Lottin,Dylan Robert,Bilel Chegrani,Antonia Buresi,Marilu Marini,Ayumi Roux;France;2020-03-20;2020;TV-MA;International TV Shows, TV Dramas, TV Horror;A Paris teen who's half human, half vampire grapples with her emerging powers and family turmoil as she's pursued by a secret vampire community.;1;Season;1
TV Show;Caliphate;Unknown;Aliette Opheim,Gizem Erdogan,Amed Bozan,Albin Grenholm,Nora Rios,Yussra El Abdouni,Amanda Sohrabi,Lancelot Ncube,Simon Mezher,Ala Riani;Sweden;2020-03-18;2020;TV-MA;International TV Shows, TV Dramas;An impending ISIS attack on Sweden entangles a group of women, including a mother in a bind, a spirited student and an ambitious cop.;1;Season;1
TV Show;Women Of The Night;Unknown;Karina Smulders,Susan Radder,Hilde Van Mieghem,Thijs Römer,Matteo van der Grijn,Daphne Wellens,Steef de Bot,Isis Cabolet,Dragan Bakema,Saman Amini,Roeland Fernhout,Anne-Laure Vandeputte;Netherlands;2020-03-18;2019;TV-MA;Crime TV Shows, International TV Shows, TV Dramas;Haunted by a shadowy past, the wife of a rising star in Amsterdam's mayoral office finds herself drawn into the city’s underworld of sex and drugs.;1;Season;1
TV Show;Shaun the Sheep: Adventures from Mossy Bottom;Unknown;John Sparkes,Justin Fletcher,Marcus Brigstocke,Simon Greenall,Kate Harbour,Emma Tate,Andy Nyman,Richard Webber;United Kingdom, United States, Ireland;2020-03-17;2020;TV-Y7;British TV Shows, Kids' TV, TV Comedies;Clever sheep Shaun, loyal dog Bitzer and the rest of the Mossy Bottom gang cook up oodles of fun and mischief on the farm.;1;Season;3
TV Show;We Speak Dance;Unknown;Vandana Hart;United States;2020-03-17;2018;TV-MA;Docuseries;Trained dancer Vandana Hart travels the world to learn traditional and urban dance styles from the local experts who know them best.;1;Season;1
TV Show;Ken Burns Presents: College Behind Bars: A Film by Lynn Novick and Produced by Sarah Botstein;Lynn Novick;Unknown;United States;2020-03-15;2019;TV-MA;Docuseries;This docuseries follows several incarcerated people as they pursue a college degree through the Bard Prison Initiative, a rigorous education program.;1;Season;1
TV Show;100 Humans;Unknown;Zainab Johnson,Sammy Obeid,Alie Ward;United States;2020-03-13;2020;TV-14;Docuseries, Science & Nature TV;One hundred hardy souls from diverse backgrounds participate in playful experiments exploring age, sex, happiness and other aspects of being human.;1;Season;1
TV Show;Bloodride;Unknown;Ine Marie Wilmann,Bjørnar Teigen,Emma Spetalen Magnusson,Erlend Rødal Vikhagen,Benjamin Helstad,Harald Rosenstrøm,Dagny Backer Johnsen,Stig Amdam,Numa Edema Norderhaug,Ellen Bendu,Torfinn Nag;Norway;2020-03-13;2020;TV-MA;International TV Shows, TV Horror, TV Mysteries;The doomed passengers aboard a spectral bus head toward a gruesome, unknown destination in this deliciously macabre horror anthology series.;1;Season;1
TV Show;Kingdom;Kim Seong-Hun;Ju Ji-hoon,Ryu Seung-ryong,Bae Doona,Kim Sang-ho,Kim Sung-kyu,Jeon Seok-ho,Kim Hye-jun,Heo Jun-ho,Jung Suk-won,Kim Jong-soo;South Korea, United States;2020-03-13;2020;TV-MA;International TV Shows, Korean TV Shows, TV Action & Adventure;While strange rumors about their ill king grip a kingdom, the crown prince becomes their only hope against a mysterious plague overtaking the land.;2;Seasons;2
TV Show;The Valhalla Murders;Unknown;Nína Dögg Filippusdóttir,Björn Thors,Bergur Ebbi,Aldís Amah Hamilton,Sigurður Skúlason,Tinna Hrafnsdóttir,Arndís Hrönn Egilsdóttir,Edda Björgvinsdóttir,Valur Freyr Einarsson,Damon Younger;Iceland;2020-03-13;2020;TV-MA;Crime TV Shows, International TV Shows, TV Dramas;An Oslo detective with a painful past returns to his native Iceland to help a dedicated cop hunt a serial killer with a link to a mysterious photo.;1;Season;1
TV Show;Dirty Money;Unknown;Unknown;United States;2020-03-11;2020;TV-MA;Crime TV Shows, Docuseries;From crippling payday loans to cars that cheat emissions tests, this investigative series exposes brazen acts of corporate greed and corruption.;2;Seasons;1
TV Show;On My Block;Unknown;Sierra Capri,Jason Genao,Brett Gray,Diego Tinoco,Julio Macias,Jessica Marie Garcia,Ronni Hawk,Peggy Ann Blow,Paula Garcés,Danny Ramirez;United States;2020-03-11;2020;TV-14;Romantic TV Shows, TV Comedies, TV Dramas;In a rough inner-city Los Angeles neighborhood, four smart, funny and streetwise teens find their lifelong friendship tested as they begin high school.;3;Seasons;1
TV Show;The Circle Brazil;Unknown;Giovanna Ewbank;Brazil, United Kingdom;2020-03-11;2020;TV-MA;International TV Shows, Reality TV;Be yourself or someone else? In this fun reality competition, online players try their best to flirt, bond and catfish their way to a R$300,000 prize.;1;Season;2
TV Show;Ugly Delicious;Unknown;David Chang,Peter Meehan;United States;2020-03-06;2020;TV-MA;Docuseries;All the flavor. None of the BS. Star chef David Chang leads friends on a mouthwatering, cross-cultural hunt for the world's most satisfying grub.;2;Seasons;1
TV Show;Mighty Little Bheem: Festival of Colors;Unknown;Samruddhi Shukla,Aranya Kaur,Rajesh Kava,Nishka Raheja,Sabina Malik,Shanoor Mirza;India;2020-03-05;2020;TV-Y;Kids' TV, TV Comedies;From surprising stage performances to spraying colors with friends, join baby Bheem for all his Holi hijinks during the special spring festival.;1;Season;1
TV Show;Velvet;Carlos Sedes;Paula Echevarría,Miguel Ángel Silvestre,Aitana Sánchez-Gijón,Manuela Velasco,Manuela Vellés,Marta Hazas,Javier Rey,Maxi Iglesias,Cecilia Freire,Adrián Lastra,Miriam Giovanelli,Natalia Millán,José Sacristán,Ingrid Rubio,Peter Vives,Llorenç González,Ángela Molina,Pastora Vega;Spain;2020-03-04;2016;TV-14;International TV Shows, Romantic TV Shows, Spanish-Language TV Shows;In 1950s Spain, the heir to a fashion house romances a beautiful seamstress who works for the company, despite the objections of his family.;4;Seasons;1
TV Show;Akame ga Kill!;Unknown;Sora Amamiya,Soma Saito,Yukari Tamura,Yuu Asakawa,Mamiko Noto,Yoshitsugu Matsuoka,Katsuyuki Konishi,Risa Mizuno,Satomi Akesaka;Japan;2020-03-01;2014;TV-14;Anime Series, Crime TV Shows, International TV Shows;Tatsumi sets out on a journey to help his poor village. When he's rescued by a band of assassins, he joins their fight against the corrupt government.;1;Season;1
TV Show;Babylon Berlin;Unknown;Volker Bruch,Liv Lisa Fries,Peter Kurth,Leonie Benesch,Matthias Brandt,Severija Janusauskaite,Fritzi Haberlandt,Ivan Shvedoff,Lars Eidinger,Anton von Lucke,Misel Maticevic;Germany;2020-03-01;2020;TV-MA;Crime TV Shows, International TV Shows, TV Dramas;A Soviet freight train's hijacking leads a haunted cop and a poor typist to uncover a political conspiracy amid the vice and glamour of 1929 Berlin.;3;Seasons;1
TV Show;Calico Critters Mini Episodes Clover;Unknown;Stephanie Sheh,Erika Harlacher,Julie Maddalena,Dorothy Fahn,Anne Yatco,Cherami Leigh,Doug Erholtz,Keith Silverstein;Unknown;2020-03-01;2020;TV-Y;Kids' TV;From throwing parties to planning fashion shows, the Hopscotch Rabbit Family is ready to leap into the daily adventures of their sweet town.;1;Season;0
TV Show;Always a Witch;Unknown;Angely Gaviria,Sebastián Eslava,Luis Fernando Hoyos,Verónica Orozco,Lenard Vanderaa,Sofía Araujo,Dylan Fuentes,Valeria Emiliani,Dubán Prado,Carlos Quintero;Colombia;2020-02-28;2019;TV-14;International TV Shows, Spanish-Language TV Shows, TV Comedies;A young 17th-century witch time travels to the future to save the man she loves, but first must adjust to present-day Cartagena and defeat a dark rival.;2;Seasons;1
TV Show;Queen Sono;Unknown;Pearl Thusi,Vuyo Dabula,Loyiso Madinga,Kate Liquorish,Sechaba Morojele,Rob van Vuuren,Chi Mhende,Otto Nobela,Khathu Ramabulana,Enhle Mlotshwa;South Africa;2020-02-28;2020;TV-MA;International TV Shows, TV Action & Adventure, TV Dramas;South African spy Queen Sono finds herself in a nefarious web of business and politics as she seeks to uncover the truth behind her mother's death.;1;Season;1
TV Show;Toy Boy;Unknown;Jesús Mosquera,Cristina Castaño,María Pedraza,José de la Torre,Carlo Costanzia,Raudel Raúl Martiato,Juanjo Almeida,José Manuel Seda,Álex Gadea,Javier Mora,Pedro Casablanc,Elisa Matilla,María Pujalte,Adelfa Calvo;Spain;2020-02-28;2019;TV-MA;Crime TV Shows, International TV Shows, Spanish-Language TV Shows;After seven years in a Málaga prison, a male stripper is released pending retrial and sets out to prove his lover framed him for her husband's murder.;1;Season;1
TV Show;Unstoppable;Unknown;Tessa Ia,Bárbara López,Lucía Uribe,Coty Camacho,Diego Calva Hernández,Tomás Ruiz;Mexico;2020-02-28;2020;TV-MA;International TV Shows, Spanish-Language TV Shows, TV Dramas;A group of friends set out on a road trip when an unexpected fourth passenger forces an abrupt change of plans.;1;Season;1
TV Show;Altered Carbon;Unknown;Joel Kinnaman,James Purefoy,Martha Higareda,Renée Elise Goldsberry,Dichen Lachman,Will Yun Lee,Kristin Lehman,Chris Conner,Ato Essandoh,Tamara Taylor,Byron Mann;United States;2020-02-27;2020;TV-MA;Crime TV Shows, TV Action & Adventure, TV Dramas;After 250 years on ice, a prisoner returns to life in a new body with one chance to win his freedom: by solving a mind-bending murder.;2;Seasons;1
TV Show;Followers;Unknown;Miki Nakatani,Elaiza Ikeda,Mari Natsuki,Yuka Itaya,KOM_I,Mika Nakashima,Tadanobu Asano,Shuhei Uesugi,Nobuaki Kaneko,Hidekazu Mashima,Sho Kasamatsu,Yutaro;Japan;2020-02-27;2020;TV-MA;International TV Shows, TV Dramas;When an aspiring actress hits it big thanks to a candid Instagram post, the lives of several Tokyo women cross as they struggle to define happiness IRL.;1;Season;1
TV Show;Six Windows in the Desert;Ali Kalthami, Meshal Aljaser, Faris Godus, Mohamed Al Salman, Faisal Al Amer;Moayad Alnefaie,Mohammed Alhamdan,Citi Bet Baydi,Sadeem Alshehri,Mohammed Albakri,Moayed Althagafi,Hussain Alyahya,Abeer Alotaibi,Zara Albalushi,Ali Alshehabi;Saudi Arabia;2020-02-27;2020;TV-14;TV Shows;From a theatre play to the aftermath of a plane crash, this collection of shorts from Saudi filmmakers depicts the nuances of Saudi Arabian culture.;1;Season;1
TV Show;I Am Not Okay With This;Unknown;Sophia Lillis,Wyatt Oleff,Kathleen Rose Perkins,Sofia Bryant,Richard Ellis,Sophia Tatum,David Theune,Zachary S. Williams,Aidan Wojtak-Hissong;United States;2020-02-26;2020;TV-MA;TV Comedies, TV Dramas, TV Sci-Fi & Fantasy;Angsty Syd navigates high school awkwardness, family drama and an unrequited crush on her best friend while trying to rein in her budding superpowers.;1;Season;1
TV Show;The Trials of Gabriel Fernandez;Unknown;Unknown;United States;2020-02-26;2020;TV-MA;Crime TV Shows, Docuseries;A boy’s brutal murder and the public trials of his guardians and social workers prompt questions about the system’s protection of vulnerable children.;1;Season;1
TV Show;Hi Bye, Mama!;Unknown;Kim Tae-hee,Lee Kyoo-hyung,Go Bo-gyeol,Shin Dong-mi,Seo Woo-jin,Lee Si-woo,Oh Eui-sik,Ahn Nae-sang,Kim Mee-kyeong,Park Su-young,Kim Mi-su,Yoon Sa-bong;South Korea;2020-02-23;2020;TV-14;International TV Shows, Korean TV Shows, Romantic TV Shows;When the ghost of a woman gains a second chance at life for 49 days, she reappears in front of her remarried husband and young daughter.;1;Season;1
TV Show;Unabomber - In His Own Words;Mick Grogan;Ted Kaczynski;Canada;2020-02-22;2018;TV-MA;Crime TV Shows, Docuseries;The CIA attempts to turn Ted Kaczynski, aka the Unabomber, into a super agent — a plan that backfires. Based on real events.;1;Season;1
TV Show;Gentefied;Unknown;J.J. Soria,Carlos Santos,Karrie Martin,Joaquín Cosío,Julissa Calderon,Annie Gonzalez,Laura Patalano,Felipe Esparza;United States;2020-02-21;2020;TV-MA;TV Comedies, TV Dramas;The Morales cousins scramble to save their grandfather's taco shop — and pursue their own dreams — as gentrification shakes up their LA neighborhood.;1;Season;1
TV Show;Hyena;Unknown;Kim Hye-soo,Ju Ji-hoon,Lee Gyoung-young,Kim Ho-jung,Song Young-kyu,Hwang Bo-ra,Jeon Seok-ho,Hyun Bong-sik,Park Se-jin;South Korea;2020-02-21;2020;TV-MA;International TV Shows, Korean TV Shows, Romantic TV Shows;To survive in a dog-eat-dog world, two rival lawyers with high-class clientele tear apart anything that stands in the way of their ambitions.;1;Season;1
TV Show;Passion. Panache. Pep;Unknown;Unknown;Unknown;2020-02-21;2020;TV-G;International TV Shows, Reality TV;From delicious delicacies to dream destinations, this collection features vibrant stories on cultural trends across food, fashion and travel in India.;1;Season;0
TV Show;Puerta 7;Unknown;Dolores Fonzi,Esteban Lamothe,Carlos Belloso,Juan Gil Navarro,Daniel Aráoz,Antonio Grimau,Ignacio Quesada,Mónica Ayos,Daniel Valenzuela;Argentina;2020-02-21;2020;TV-MA;Crime TV Shows, International TV Shows, Spanish-Language TV Shows;A determined woman works to rid an Argentine soccer club of the violent crime and corruption surrounding its intense fanbase.;1;Season;1
TV Show;Spectros;Unknown;Danilo Mesquita,Cláudia Okuno,Mariana Sena,Enzo Barone,Drop Dashi,Miwa Yanagizawa,Carlos Takeshi,Daniel Rocha,Kelzy Ecard,Norival Rizzo,Nicolas Trevijano,Jui Huang,Jimmy Wong,Fania Espinosa,Wallie Ruy,Begê Muniz,Antonio Miano,Ricardo Iazzetta,Mayhara Ribeiro,Jairo Mattos;Brazil;2020-02-20;2020;TV-MA;International TV Shows, TV Horror, TV Mysteries;A group of teens get caught up in a supernatural clash as vengeful spirits from centuries past rise up in the Liberdade district of São Paulo.;1;Season;1
TV Show;DreamWorks Shrek's Swamp Stories;Unknown;Mike Myers,Eddie Murphy,Cameron Diaz,Antonio Banderas,Kristen Schaal,Simon Cowell,Gilles Marini,Charlotte Newhouse,Dean Edwards,Cody Cameron,Christopher Knights,Conrad Vernon;United States;2020-02-17;2008;TV-PG;Kids' TV, TV Action & Adventure, TV Comedies;Shrek celebrates Halloween, Puss in Boots is captured by soldiers, and the gang participates in a kingdom-wide singing competition.;1;Season;1
TV Show;On the Real;Tosin Coker;Ini Dima Okojie,Akah Nnani,Nancy Isime,Maurice Sam,David Jones David,Angel Funto Johnson,Pearl Okorie,Tomiwa Tegbe,Peanut Omatsola;Nigeria;2020-02-16;2017;TV-MA;International TV Shows, TV Dramas;A group of reality stars transitions into their newly achieved fame while dealing with the demands of an obnoxious TV executive and their regular lives.;1;Season;1
TV Show;Talking Tom and Friends;Unknown;Colin Hanks,Tom Kenny,James Adomian,Lisa Schwartz,Maria Bamford;Cyprus;2020-02-15;2017;TV-Y;Kids' TV, TV Comedies;Full of funny one-liners and always ready for an adventure, a talking cat and his equally chatty animal cohorts set out to become famous.;1;Season;1
TV Show;Taj Mahal 1989;Unknown;Neeraj Kabi,Geetanjali Kulkarni,Danish Husain,Sheeba Chaddha,Paras Priyadarshan,Anshul Chauhan,Anud Singh Dhaka,Shirin Sewani,Mihir Ahuja,Vasundhara Rajput;India;2020-02-14;2020;TV-MA;International TV Shows, Romantic TV Shows, TV Comedies;In and around Lucknow University in 1989, couples of varying ages explore the politics of love through marriage, budding romances and friendships.;1;Season;1
TV Show;Love Is Blind;Unknown;Nick Lachey,Vanessa Lachey;United States;2020-02-13;2021;TV-MA;Reality TV, Romantic TV Shows;Nick and Vanessa Lachey host this social experiment where single men and women look for love and get engaged, all before meeting in person.;1;Season;1
TV Show;Narcos: Mexico;Unknown;Michael Peña,Diego Luna,Tenoch Huerta,Joaquin Cosio,José María Yazpik,Matt Letscher,Alyssa Diaz;Mexico, United States;2020-02-13;2020;TV-MA;Crime TV Shows, TV Action & Adventure, TV Dramas;"Witness the birth of the Mexican drug war in the 1980s as a gritty new ""Narcos"" saga chronicles the true story of the Guadalajara cartel's ascent.";2;Seasons;2
TV Show;Palazuelos mi rey;Unknown;Roberto Palazuelos;Unknown;2020-02-13;2019;TV-14;International TV Shows, Reality TV, Spanish-Language TV Shows;This reality series follows entrepreneur and soap opera star Roberto Palazuelos as he builds his hotel empire and juggles riches, women and drama.;1;Season;0
TV Show;Sleepless Society: Insomnia;Pantham Thongsang, Cheewatan Pusitsuksa;Chutimon Chuengcharoensukying,Sutthirak Subvijitra,Nutthasit Kotimanuswanich,Sita Maharavidejakorn,Sutthatip Wutichaipradit,Warisara Yu,Chokchai Charoensuk,Supoj Pongpancharoen,Nikorn Sae Tang,Gandhi Wasuwitchayagit,Petchpatchara Kitkrairaj,Duangjai Hirunsri,Nilacha Fuangfukiet,Teeranai Na Nongk้hai,Sumontha Suanpolrat,Wimolphan Chaleejunghan,Damkerng Thitapiyasak,Natthawara Hongsuwan,Nunthapak Chalermpuwadej,Tachatorn Supanan;Thailand;2020-02-13;2019;TV-MA;Crime TV Shows, International TV Shows, TV Dramas;Haunted by recurring visions, a young woman with insomnia visits an old home to solve a mystery and put her nightmares to an end.;1;Season;1
TV Show;We Bare Bears;Unknown;Eric Edelstein,Demetri Martin,Bobby Moynihan;United States;2020-02-12;2018;TV-Y;Kids' TV, TV Comedies;Grizzly, Panda and Ice Bear are three adopted bear brothers struggling against their animal instincts to fit into the civilized, modern human world.;2;Seasons;1
TV Show;Better Call Saul;Unknown;Bob Odenkirk,Jonathan Banks,Michael McKean,Rhea Seehorn,Patrick Fabian,Michael Mando,Giancarlo Esposito;United States;2020-02-09;2018;TV-MA;Crime TV Shows, TV Comedies, TV Dramas;"This Emmy-nominated prequel to ""Breaking Bad"" follows small-time attorney Jimmy McGill as he transforms into morally challenged lawyer Saul Goodman.";4;Seasons;1
TV Show;Dragons: Rescue Riders;Unknown;Nicolas Cantu,Brennley Brown,Zach Callison,Skai Jackson,Noah Kaye Bentley,Andre Robinson,Marsai Martin;United States;2020-02-07;2020;TV-Y;Kids' TV, TV Comedies;Twins Dak and Leyla and their dragon friends devote their lives to rescuing others, defending their home of Huttsgalor and having fun along the way.;2;Seasons;1
TV Show;Fifty: The Series;Unknown;Ireti Doyle,Keira Hewatch,Dakore Akande,Omoni Oboli,Uzor Osimkpa,Wale Ojo,Timini Egbuson,Chris Attoh,Kachi Nnochiri;Nigeria;2020-02-07;2018;TV-14;International TV Shows, Romantic TV Shows, TV Dramas;Juggling careers and families, four ambitious women faced with unique crises weigh the consequences of their choices as they approach turning 50.;2;Seasons;1
TV Show;Locke & Key;Unknown;Darby Stanchfield,Connor Jessup,Emilia Jones,Jackson Robert Scott,Petrice Jones,Laysla De Oliveira,Griffin Gluck,Sherri Saum,Aaron Ashmore,Bill Heck,Genevieve Kang,Kevin Alves,Thomas Mitchell Barnet,Eric Graise,Felix Mallard,Martin Roach,Steven Williams,Coby Bird;Canada, United States;2020-02-07;2020;TV-14;TV Action & Adventure, TV Dramas, TV Mysteries;After their dad's murder, three siblings move with their mom to his ancestral estate, where they discover magical keys that unlock powers — and secrets.;1;Season;2
TV Show;My Holo Love;Unknown;Yoon Hyun-min,Ko Sung-hee,Choi Yeo-jin,Chansung,Lee Ki-chan,Kim Soo-jin,Kang Seung-hyeon,Jeong Do-won,Kim Hak-seon;Unknown;2020-02-07;2020;TV-14;International TV Shows, Korean TV Shows, Romantic TV Shows;Unexpected love finds a lonely woman when she forms a connection with a humanlike hologram who looks exactly like his prickly creator.;1;Season;0
TV Show;Who Killed Malcolm X?;Unknown;Unknown;United States;2020-02-07;2020;TV-MA;Crime TV Shows, Docuseries;Decades after the assassination of African American leader Malcolm X, an activist embarks on a complex mission seeking truth in the name of justice.;1;Season;1
TV Show;Cagaster of an Insect Cage;Unknown;Yoshimasa Hosoya,Kana Hanazawa,Natsuki Hanae,Takahiro Sakurai,Daisuke Namikawa,Toshiyuki Morikawa,Kazuyuki Okitsu,Junichi Suwabe,Tomohiro Shiozaki,Ai Kayano,Tetsu Shiratori,Yasuhiro Mamiya,Daiki Yamashita,Akari Kito,Tomokazu Sugita,Aoi Yuki,Kohsuke Toriumi;Japan;2020-02-06;2020;TV-MA;Anime Series, International TV Shows;Thirty years after a disease that turns the infected into carnivorous insects emerged, a young exterminator and a teenage girl search for her mother.;1;Season;1
TV Show;Arrow;James Bamford;Stephen Amell,Katie Cassidy,David Ramsey,Willa Holland,Paul Blackthorne,Emily Bett Rickards,John Barrowman,Colton Haynes,Susanna Thompson,Anna Hopkins,Juliana Harkavy,Adrian Holmes,Kathleen Gati,Echo Kellum,Rick Gonzalez,Dominic Bogart,Manu Bennett;United States;2020-02-05;2019;TV-14;Crime TV Shows, TV Action & Adventure;Based on DC Comics' Green Arrow, an affluent playboy becomes a vengeful superhero, saving the city from villains armed with just a bow and arrows.;8;Seasons;1
TV Show;The Pharmacist;Julia Willoughby Nason, Jenner Furst;Unknown;United States;2020-02-05;2020;TV-MA;Crime TV Shows, Docuseries;After his son's tragic death, a Louisiana pharmacist goes to extremes to expose the rampant corruption behind the opioid addiction crisis.;1;Season;1
TV Show;Team Kaylie;Unknown;Bryana Salaz,Alison Fernandez,Symera Jackson,Elie Samouhi,Kai Calhoun,Eliza Pryor,Rosa Blasi,Nicole Sullivan,David Gridley;United States;2020-02-03;2020;TV-PG;Kids' TV, TV Comedies;After a brush with the law, teen celebrity Kaylie Konrad swaps social stardom for court-ordered chaos as a middle school wilderness club leader.;3;Seasons;1
TV Show;Is It Wrong to Try to Pick Up Girls in a Dungeon?;Unknown;Yoshitsugu Matsuoka,Inori Minase,Saori Onishi,Maaya Uchida,Haruka Tomatsu,Shizuka Ishigami,Yoko Hikasa,Yurika Kubo,Nobuhiko Okamoto,Saori Hayami,Yoshimasa Hosoya,Chinatsu Akasaki,Akeno Watanabe,Haruka Chisuga,Wakana Kowaka,Ayumi Mano,Kenn,Ryota Osaka;Japan;2020-02-01;2015;TV-MA;Anime Series, International TV Shows;Lovable goof Bell Cranel wants an adventure, and when he meets the diminutive goddess Hestia, he gets much more than he bargained for.;1;Season;1
TV Show;Itaewon Class;Unknown;Park Seo-joon,Kim Da-mi,Yu Jae-myeong,Kwon Na-ra,Kim Dong-hee,Ahn Bo-hyun,Kim Hye-eun,Ryu Gyeong-su,Lee Joo-young,Chris Lyon;South Korea;2020-02-01;2020;TV-MA;International TV Shows, Korean TV Shows, TV Dramas;In a colorful Seoul neighborhood, an ex-con and his friends fight a mighty foe to make their ambitious dreams for their street bar a reality.;1;Season;1
TV Show;Miraculous: Tales of Ladybug & Cat Noir;Thomas Astruc;Cristina Vee,Bryce Papenbrook,Keith Silverstein,Mela Lee,Max Mittelman,Carrie Keranen,Stephanie Sheh,André Gordon,Matthew Mercer,Christopher Corey Smith,Philece Sampler,Selah Victor,Marieve Herington,Ben Diskin,Kira Buckland,Erin Fitzgerald,Grant George,Ethan Murray,David Roach,Todd Haberkorn;France, South Korea, Japan, United States;2020-02-01;2019;TV-Y7;Kids' TV, TV Action & Adventure;When Paris is in peril, Marinette becomes Ladybug. Little does she know, her school crush Adrien is actually Cat Noir, another city-saving superhero.;5;Seasons;4
TV Show;No Game No Life;Unknown;Yoshitsugu Matsuoka,Ai Kayano,Yoko Hikasa,Yukari Tamura,Yuka Iguchi,Mamiko Noto,Miyuki Sawashiro,Rie Kugimiya,Mugihito,Naomi Shindo;Japan;2020-02-01;2014;TV-MA;Anime Series, International TV Shows;Legendary gamer siblings Sora and Shiro are transported to a world where life is a series of games and humanity is in grave danger of extinction.;1;Season;1
TV Show;Pop Team Epic;Unknown;Unknown;Japan;2020-02-01;2018;TV-14;Anime Series, International TV Shows;This animated adaptation of the quirky four-panel comic brings the random exploits of Popuko and Pipimi to life.;1;Season;1
