type;title;director;cast;country;date_added;release_year;rating;listed_in;description;duration_value;duration_unit;country_count
TV Show;American Horror Story;Unknown;Evan Peters,Sarah Paulson,Jessica Lange,Denis O'Hare,Kathy Bates,Angela Bassett,Lily Rabe,Frances Conroy,Cheyenne Jackson,Emma Roberts,Taissa Farmiga,Wes Bentley,Finn Wittrock,Chloë Sevigny,Zachary Quinto,Jamie Brewer,Naomi Grossman,Dylan McDermott,Gabourey Sidibe,Lady Gaga,Mare Winningham,Joseph Fiennes,Michael Chiklis,Matt Bomer,Lizzie Brocheré,Erika Ervin,Mat Fraser,Rose Siggins,Connie Britton,James Cromwell,Adina Porter,Jyoti Amge,Billie Lourde,Alison Pill,Billy Eichner,Leslie Grossman,Colton Haynes,Cuba Gooding Jr.,André Holland,Danny Huston;United States;2020-11-13;2019;TV-MA;TV Horror, TV Mysteries, TV Thrillers;This twisted Emmy-winning drama plays upon the power of supernatural fears and everyday horrors, exploring humankind's unsettling capacity for evil.;9;Seasons;1
TV Show;The Minions of Midas;Mateo Gil;Luis Tosar,Marta Belmonte,Guillermo Toledo,Carlos Blanco,Marta Milans,Goize Blanco,Elena Irureta,Bea Segura,Jorge Andreu,Daniel Holguín,Adolfo Fernández,Fernando Barona,Juan Blanco,Ahmed Boulane,Pepe Ocio,Vito Sanz,Adelfa Calvo,Joaquín Climent,Carmelo Gómez,Miguel Ángel Solá;Spain;2020-11-13;2020;TV-MA;Crime TV Shows, International TV Shows, Spanish-Language TV Shows;A millionaire publisher gets a blackmail note — his decision can mean life or death. Inspired by a Jack London story but set in contemporary Madrid.;1;Season;1
TV Show;Ethos;Unknown;Öykü Karayel,Fatih Artman,Funda Eryiğit,Defne Kayalar,Settar Tanrıöğen,Tülin Özen,Alican Yücesoy,Bige Önal;Turkey;2020-11-12;2020;TV-MA;International TV Shows, TV Dramas;A group of individuals in Istanbul transcend sociocultural boundaries and find connection as their fears and wishes intertwine.;1;Season;1
TV Show;Graceful Friends;Unknown;Yu Jun-sang,Song Yoon-a,Bae Soo-bin,Kim Sung-oh,Jung Seok-yong,Kim Won-hae;South Korea;2020-11-12;2020;TV-MA;Crime TV Shows, International TV Shows, TV Dramas;When a sudden death brings everyone’s dirty secrets to the surface, the lives and marriages of a group of close-knit friends unravel out of control.;1;Season;1
TV Show;A Queen Is Born;Carla Barros;Gloria Groove,Alexia Twister;Brazil;2020-11-11;2020;TV-14;International TV Shows, Reality TV;Gloria Groove and Alexia Twister make drag dreams come true as they help six artists find the confidence to own the stage in this makeover show.;1;Season;1
TV Show;Aunty Donna's Big Ol' House of Fun;Unknown;Mark Samual Bonanno,Broden Kelly,Zachary Ruane,Ed Helms,Kristen Schaal,Weird Al Yankovic,Kia Stevens,Paul F. Tompkins,Tawny Newsome;Australia;2020-11-11;2020;TV-MA;TV Comedies;Comedy trio Aunty Donna showcase their uniquely absurd and offbeat style through an array of sketches, songs and eclectic characters.;1;Season;1
TV Show;The Liberator;Unknown;Bradley James,Martin Sensmeier,Jose Miguel Vasquez,Forrest Goodluck,Bryan Hibbard,Matt Mercurio,Harrison Stone,Billy Breed,Tatanka Means,Kiowa Gordon;United States;2020-11-11;2020;TV-MA;TV Action & Adventure, TV Dramas;A diverse, deeply brave crew of ragtag soldiers become some of the most heroic fighters of the European invasion in World War II. Based on true events.;1;Season;1
TV Show;Trial 4;Unknown;Unknown;United States;2020-11-11;2020;TV-MA;Crime TV Shows, Docuseries;Charged as a teen in the 1993 killing of a Boston cop, Sean K. Ellis fights to prove his innocence while exposing police corruption and systemic racism.;1;Season;1
TV Show;A Lion in the House;Steven Bognar, Julia Reichert;Unknown;United States;2020-11-10;2006;TV-14;TV Shows;Five kids and their resilient families navigate the treatments and traumas of pediatric cancer in this documentary filmed over the course of six years.;1;Season;1
TV Show;DASH & LILY;Unknown;Midori Francis,Austin Abrams,Dante Brown,Troy Iwata;United States;2020-11-10;2020;TV-14;Romantic TV Shows, TV Comedies, TV Dramas;Opposites attract at Christmas as cynical Dash and sunny Lily trade messages and dares in a red notebook they pass back and forth around New York City.;1;Season;1
TV Show;Bakugan: Armored Alliance;Unknown;Unknown;Unknown;2020-11-06;2020;TV-Y7;Anime Series, Kids' TV;Dan Kouzo and his crew of heroic brawlers battle both challengers and powerful, evil forces as they work to protect humans and the Bakugan.;1;Season;0
TV Show;Bakugan: Battle Planet;Unknown;Jonah Wineberg,Deven Christian Mack,Margarita Valderrama,Ticoon Kim,Jason Deline,Will Bowes;Japan, Canada, United States;2020-11-06;2018;TV-PG;Anime Series, Kids' TV;Dan Kouzo and his pals bond with mysterious creatures known as Bakugan while fighting sinister forces out to control the world.;1;Season;3
TV Show;Country Ever After;Unknown;Unknown;United States;2020-11-06;2020;TV-PG;Reality TV;Country artist Coffey Anderson and his wife, hip-hop dancer Criscilla, juggle family life, career goals and tests of faith in this reality series.;1;Season;1
TV Show;Wrong Kind of Black;Unknown;Clarence Ryan,Aaron L. McGrath,Lisa Flanagan,Tommy Lewis,Nilbi Yasserie,Christopher Ketchup,Boori Monty Pryor,Jacek Koman,Colin Lane,Arthur Angel,Toby Truslove;Australia;2020-11-06;2018;TV-MA;International TV Shows, TV Comedies, TV Dramas;In 1970s Melbourne, a DJ named Boori Monty Pryor and his brother Paul navigate racial tensions and police encounters amid disco and discrimination.;1;Season;1
TV Show;Carmel: Who Killed Maria Marta?;Alejandro Hartmann;Unknown;Argentina;2020-11-05;2020;TV-14;Crime TV Shows, Docuseries, International TV Shows;A woman is found dead in her bathtub, with a puddle of blood nearby. Her husband theorizes she had an accident. But an autopsy tells a different story.;1;Season;1
TV Show;Paranormal;Unknown;Ahmed Amin,Razane Jammal,Ayah Samaha,Samaa Ibrahem,Roshdy El Shamy,Reem Abd El Kader;Egypt;2020-11-05;2020;TV-14;International TV Shows, TV Dramas, TV Horror;After a skeptical hematologist is plunged into a series of inexplicable events, he unwillingly becomes the go-to-guy for paranormal investigations.;1;Season;1
TV Show;Love & Anarchy;Unknown;Ida Engvoll,Björn Mosten,Carla Sehn,Reine Brynolfsson,Gizem Erdogan,Björn Kjellman,Ruben Lopez,Johannes Kuhnke,Elsa Agemalm Reiland,Benjamin Shaps,Disa Östrand,Ejke Blomberg,Lars Väringer;Sweden;2020-11-04;2020;TV-MA;International TV Shows, Romantic TV Shows, TV Comedies;A married consultant and a young IT tech kick off a flirty game that challenges societal norms — and leads them to re-evaluate their entire lives.;1;Season;1
TV Show;Can You Hear Me?;Unknown;Mélissa Bédard,Ève Landry,Florence Longpré;Canada;2020-11-02;2020;TV-MA;International TV Shows, TV Comedies, TV Dramas;Three friends in a low-income neighborhood find humor and hope in their lives as they grapple with bad boyfriends and their dysfunctional families.;2;Seasons;1
TV Show;60 Days In;Unknown;Unknown;United States;2020-11-01;2019;TV-MA;Reality TV;Recruited by a sheriff, volunteers infiltrate county prisons to expose corruption and crime from within the system in this docuseries.;1;Season;1
TV Show;Dawson's Creek;Unknown;James Van Der Beek,Katie Holmes,Michelle Williams,Joshua Jackson,Kerr Smith,Meredith Monroe,Busy Philipps,Mary Beth Peil;United States;2020-11-01;2002;TV-14;Romantic TV Shows, TV Dramas, Teen TV Shows;This nighttime soap about a group of close-knit teens frankly depicts the issues of adolescence that obsess young adults, including sex, sex and sex.;6;Seasons;1
TV Show;Forged in Fire;Unknown;Wil Willis;United States;2020-11-01;2019;TV-14;Reality TV;Bladesmiths vie for a cash prize by forging the best metal weapons from the pages of history in this competition series featuring expert judges.;1;Season;1
TV Show;Leah Remini: Scientology and the Aftermath;Unknown;Leah Remini,Mike Rinder;United States;2020-11-01;2018;TV-14;Docuseries;Former Scientology members share detailed accounts of alleged abuse and harassment by the Church in this docuseries from actress Leah Remini.;3;Seasons;1
TV Show;LEGO Jurassic World: Legend of Isla Nublar;Unknown;Unknown;United States;2020-11-01;2019;TV-Y;Kids' TV;At Jurassic Park, a velociraptor handler and an operations manager tackle crises of epic proportions as they try to prevent dinosaur-sized disasters.;1;Season;1
TV Show;LEGO Jurassic World: Secret Exhibit;Unknown;Britt McKillip,Ian Hanlin,Dhirendra,Alex Zahara,Vincent Tong,Bethany Brown,Adrian Petriw,Sabrina Pitre;United States;2020-11-01;2018;TV-Y;Kids' TV;A can-do problem solver teams up with a rugged animal behaviorist to transport a trio of dinosaurs across the park to a super-secret exhibit.;1;Season;1
TV Show;LEGO Ninjago;Unknown;Michael Adamthwaite,Paul Dobson,Kelly Metzger,Brent Miller,Kirby Morrow,Pauline Newstone,Vincent Tong,Sam Vincent;Canada;2020-11-01;2020;TV-Y7;Kids' TV;While fighting foes across Ninjago City and beyond, the ninjas embark on new quests and gain newfound allies as the power of their friendship is tested.;2;Seasons;1
TV Show;LEGO Ninjago: Masters of Spinjitzu;Unknown;Vincent Tong,Jillian Michaels,Ian James Corlett,John Novak,Paul Dobson,Michael Adamthwaite,Kelly Metzger,Brent Miller,Kirby Morrow,Brian Drummond,Mark Oliver,Michael Kopsa;Denmark, Singapore, Canada, United States;2020-11-01;2019;TV-Y7;Kids' TV;Kai, Jay, Cole and Zane must master their elemental powers and Spinjitzu weapons to protect the land of Ninjago, which also has an underworld.;10;Seasons;4
TV Show;LEGO: CITY Adventures;Unknown;Joe Zieja,Misty Lee,Alex Cazares,Daniel MK Cohen,James Arnold Taylor,Roger Craig Smith,Mick Lauer;United States, France, Denmark;2020-11-01;2019;TV-Y;Kids' TV, TV Comedies;In a boomtown built on fun, friendship and wacky mischief, a quirky crew of cops and firefighters work hard to preserve the peace and awesomeness.;1;Season;3
TV Show;The Garfield Show;Unknown;Frank Welker,Wally Wingert,Gregg Berger;France, United States;2020-11-01;2018;TV-Y;Kids' TV, TV Comedies;Lazy, lasagna-loving fat cat Garfield lives life on his own terms, which includes teasing his geeky owner, Jon, and tormenting dimwitted dog Odie.;4;Seasons;2
TV Show;The Good Detective;Unknown;Son Hyun-joo,Jang Seung-jo,Lee Elijah,Oh Jung-se;South Korea;2020-11-01;2020;TV-MA;Crime TV Shows, International TV Shows, TV Dramas;When doubts rise about a five-year-old murder conviction, a veteran detective partners with a young hotshot to hunt down the case's hidden truths.;1;Season;1
TV Show;Voice;Unknown;Jang Hyuk,Lee Ha-na,Baek Sung-hyun,Ye-sung,Son Eun-seo,Kwon Jae-hwan,Lee Ju-seung,Kim Jae-wook;South Korea;2020-11-01;2018;TV-14;Crime TV Shows, International TV Shows, Korean TV Shows;A deft detective whose wife is killed by a serial murderer teams up with a rookie cop, a gifted voice profiler dealing with her own father’s murder.;2;Seasons;1
TV Show;Afronta! Facing It!;Juliana Vicente;Loo Nascimento,Ingrid Silva,Rincon Sapiência,Batekoo,Gabriel Martins,Benjamin Abras,Daniele DaMata,Tasha & Tracie Okereke,Mariana de Matos,André Novais,Mahal Pita,Grace Passô,Thamyra Thâmara,Xenia França,Criola,Dani Ornellas,Anelis Assumpção,Magá Moura,Tássia Reis,Liniker,Yasmin Thayná,Raquel Virgínia,Juliana Luna,Erica Malunguinho,Diane Lima,Karol Conká;Brazil;2020-10-31;2017;TV-PG;Docuseries, International TV Shows;This docuseries spotlights Afro-Brazilian thinkers sharing their individual journeys and discussing representation, entrepreneurship and community.;1;Season;1
TV Show;Zumbo's Just Desserts;Unknown;Adriano Zumbo,Rachel Khoo;Australia;2020-10-31;2019;TV-PG;International TV Shows, Reality TV;Dessert wizard Adriano Zumbo looks for the next “Willy Wonka” in this tense competition that finds skilled amateurs competing for a $100,000 prize.;1;Season;1
TV Show;Kongsuni and Friends;Unknown;Hong So-yeong,Choi Bo-bae,Kim Eun-ah,Jeong Hye-won,Bae Jin-hong,Um Sang-hyun,Cha Moo-jin,Jang Min-young,Jang Do-young,Kim Sook-young,Park Ran,Kim Chang-won,Park Yeon-kyung;Unknown;2020-10-30;2020;TV-Y;Kids' TV, Korean TV Shows;A bright-eyed girl and her magical owl sidekick find adventure when enchanting powers and creative ideas lead to important lessons.;2;Seasons;0
TV Show;Marvel's Agents of S.H.I.E.L.D.;Unknown;Clark Gregg,Ming-Na Wen,Brett Dalton,Chloe Bennet,Iain De Caestecker,Elizabeth Henstridge,Adrianne Palicki,Luke Mitchell,Henry Simmons;United States;2020-10-30;2020;TV-14;TV Action & Adventure, TV Sci-Fi & Fantasy;Agent Phil Coulson, seen in action in Marvel's The Avengers, assembles a team of top S.H.I.E.L.D. agents to investigate bizarre threats.;7;Seasons;1
TV Show;Somebody Feed Phil;Unknown;Philip Rosenthal;United States;2020-10-30;2020;TV-14;Docuseries, Reality TV;"""Everybody Loves Raymond"" creator Phil Rosenthal travels the globe to take in the local cuisine and culture of Bangkok, Lisbon, Mexico City and more.";4;Seasons;1
TV Show;Suburra: Blood on Rome;Unknown;Alessandro Borghi,Giacomo Ferrara,Eduardo Valdarnini,Francesco Acquaroli,Filippo Nigro,Claudia Gerini,Adamo Dionisi,Barbara Chichiarelli,Federico Tocci,Gerasimos Skiadaresis,Elisabetta De Palo,Carlotta Antonelli,Renato Marchetti,Paola Sotgiu;Italy;2020-10-30;2020;TV-MA;Crime TV Shows, International TV Shows, TV Dramas;In 2008, a fight over land in a seaside town near Rome spirals into a deadly battle between organized crime, corrupt politicians and the Vatican.;3;Seasons;1
TV Show;Blood of Zeus;Unknown;Derek Phillips,Jason O'Mara,Claudia Christian,Mamie Gummer,Jessica Henwick,Elias Toufexis,Chris Diamantopoulos,Adetokumboh M'Cormack,Matthew Mercer,Melina Kanakaredes,Danny Jacobs,Matt Lowe,Adam Croasdell,Jennifer Hale,David Shaughnessy,Fred Tatasciore,Vanessa Marshall;United States;2020-10-27;2020;TV-MA;Anime Series;A commoner living in ancient Greece, Heron discovers his true heritage as a son of Zeus, and his purpose: to save the world from a demonic army.;1;Season;1
TV Show;Chico Bon Bon: Monkey with a Tool Belt;Unknown;Robbie Daymond,Dayci Brookshire,Anthony Tedesco,Andy Abbott,Roberta Lemons,Cole Seaver;United States;2020-10-27;2020;TV-Y;Kids' TV;Armed with tools and engineering smarts, monkey mechanic Chico Bon Bon and his Fix-It Force help the people of Blunderburg solve all of their problems.;4;Seasons;1
TV Show;The Devil Punisher;Chang Chin-Jung, Chen Rong-Hui;Mike He,Ivy Shao,Anson Chen,Jane Chang,Roy Chang,Amanda Chou,Johnny Yang,Yin Chao-te,Tan Ai-Chen,Chen Bor-jeng,Dewi Chien;Taiwan;2020-10-26;2020;TV-14;International TV Shows, Romantic TV Shows, TV Mysteries;A baker by day and demon fighter by night, a reincarnated deity must jog his amnesiac lover's memory of their millennium-long romance.;1;Season;1
TV Show;Barbarians;Unknown;Laurence Rupp,Jeanne Goursaud,David Schütter,Ronald Zehrfeld,Nicki von Tempelhoff,Bernhard Schütz,Eva Verena Müller,Sophie Rois,Gaetano Aronica,Nikolai Kinski,Jeremy Miliker;Germany;2020-10-23;2020;TV-MA;International TV Shows, TV Action & Adventure, TV Dramas;Torn between the mighty empire that raised him and his own tribal people, a Roman officer's conflicted allegiances lead to an epic historical clash.;1;Season;1
TV Show;Move;Thierry Demaizière, Alban Teurlai;Unknown;United States;2020-10-23;2020;TV-MA;Docuseries, International TV Shows;Discover the brilliant dancers and choreographers who are shaping the art of movement around the world in this documentary series.;1;Season;1
TV Show;Stolen Away;Unknown;Daniel Grao,Carolina Lapausa,Melani Olivares,Adriana Paz,Fernando Solórzano,Juan Carlos Messier,Jon Arias,Verónica Velásquez,David Trejos,Ana Maria Orozco;Spain;2020-10-23;2020;TV-MA;Crime TV Shows, International TV Shows, Spanish-Language TV Shows;Searching for his kidnapped daughter, Antonio sets off a series of events affecting scores of people when he maneuvers to be sent to prison in Colombia.;1;Season;1
TV Show;The Queen's Gambit;Unknown;Anya Taylor-Joy,Bill Camp,Marielle Heller,Thomas Brodie-Sangster,Moses Ingram,Harry Melling,Isla Johnston,Christiane Seidel,Rebecca Root,Chloe Pirrie,Jacob Fortune-Lloyd;United States;2020-10-23;2020;TV-MA;TV Dramas;In a 1950s orphanage, a young girl reveals an astonishing talent for chess and begins an unlikely journey to stardom while grappling with addiction.;1;Season;1
TV Show;My Next Guest Needs No Introduction With David Letterman;Unknown;President Barack Obama,George Clooney,Malala Yousafzai,Jay-Z,Tina Fey,Howard Stern,David Letterman;United States;2020-10-21;2020;TV-MA;Stand-Up Comedy & Talk Shows;TV legend David Letterman teams up with fascinating global figures for in-depth interviews and curiosity-fueled excursions in this monthly talk show.;3;Seasons;1
TV Show;Unsolved Mysteries;Unknown;Unknown;Unknown;2020-10-19;2020;TV-MA;Crime TV Shows, Docuseries;Real cases of perplexing disappearances, shocking murders and paranormal encounters fuel this gripping revival of the iconic documentary series.;2;Seasons;0
TV Show;Start-Up;Unknown;Bae Suzy,Nam Joo-hyuk,Kim Seon-ho,Kang Han-na,Kim Do-wan,Yu Su-bin,Stephanie Lee,Kim Hae-sook,Seo Yi-sook,Song Sun-mi;South Korea;2020-10-18;2020;TV-14;International TV Shows, Romantic TV Shows, TV Comedies;Young entrepreneurs aspiring to launch virtual dreams into reality compete for success and love in the cutthroat world of Korea's high-tech industry.;1;Season;1
TV Show;Grand Army;Unknown;Odessa A’zion,Odley Jean,Amir Bageria,Maliq Johnson,Amalia Yoo,Alphonso Romero Jones II,Thelonius Serrell-Freed,Anthony Ippolito,Brian Altemus;United States;2020-10-16;2020;TV-MA;TV Dramas, Teen TV Shows;Five students at the largest public high school in Brooklyn take on a chaotic world as they fight to succeed, survive, break free and seize the future.;1;Season;1
TV Show;La Révolution;Unknown;Amir El Kacem,Marilou Aussilloux,Lionel Erdogan,Isabel Aimé Gonzalez Sola,Julien Frison,Doudou Masta,Dimitri Storoge,Amélia Lacquemant,Coline Beal,Laurent Lucas,Gaia Weiss,Chiara Tantimonaco,Nina Tantimonaco,Pierre Andrau,Philippine Martinot,Jérémie Covillault;France;2020-10-16;2020;TV-MA;International TV Shows, TV Action & Adventure, TV Dramas;In a reimagined history, a mysterious disease besets 18th century France, culminating in a brutal clash between rebels and the aristocracy.;1;Season;1
TV Show;Someone Has to Die;Manolo Caro;Carmen Maura,Cecilia Suárez,Ester Expósito,Ernesto Alterio,Alejandro Speitzer,Isaac Hernández,Carlos Cuevas,Mariola Fuentes,Pilar Castro,Juan Carlos Vellido,Eduardo Casanova,Manuel Morón,Javier Pereira;Mexico, Spain;2020-10-16;2020;TV-MA;Crime TV Shows, International TV Shows, Spanish-Language TV Shows;In conservative 1950s Spain, the alleged relationship between a young man and a Mexican ballerino creates an uproar of harrowing consequences.;1;Season;2
TV Show;The Last Kids on Earth;Unknown;Nick Wolfhard,Charles Demers,Garland Whitt,Montse Hernandez,Brian Drummond,Giles Panton,Keith David;United States;2020-10-16;2020;TV-Y7;Kids' TV, TV Comedies;When zombies and monsters invade his hometown, a scrappy 13-year-old orphan teams up with his friends in hopes of surviving the chaos.;3;Seasons;1
TV Show;Fireman Sam;Unknown;Steven Kynman,David Carling,Tegwen Tucker,Su Douglas,Andrew Hodwitz,Dave Pender,Lily Cassano,Carter Treneer,Sarah Lynn Strange;United Kingdom;2020-10-15;2018;TV-Y;British TV Shows, Kids' TV;Sharing valuable lessons in fire safety for preschoolers, Fireman Sam and his animated crew from Pontypandy, Wales, are ready for any emergency.;4;Seasons;1
TV Show;Half & Half;Unknown;Rachel True,Essence Atkins,Telma Hopkins,Chico Benymon,Valarie Pettiford,Alec Mapa;United States;2020-10-15;2005;TV-14;TV Comedies;After two estranged half-sisters in their twenties find their lives suddenly entwined, they grow closer as they get to know more about each other.;4;Seasons;1
TV Show;One on One;Unknown;Flex Alexander,Kyla Pratt,Kelly Perine,Sicily Johnson,Robert Ri'chard;United States;2020-10-15;2006;TV-14;TV Comedies, Teen TV Shows;When his ex-wife lands a job abroad, athlete-turned-sportscaster Flex Washington assumes full-time custody of their teenage daughter, Breanna.;5;Seasons;1
TV Show;Power Rangers Beast Morphers;Unknown;Rorrie D. Travis,Jazz Baduwalia,Jacqueline Scislowski,Abraham Rodríguez,Teuila Blakely,Kristina Ho,Cosme Flores,Kevin Copeland;United States;2020-10-15;2020;TV-Y7;Kids' TV;A new breed of secret agents must stop a ruthless computer virus and its minions from stealing the unlimited clean energy source that created them.;2;Seasons;1
TV Show;Social Distance;Unknown;Danielle Brooks,Oscar Nuñez,Mike Colter,Heather Burns,Okieriete Onaodowan,Ajay Naidu,Shakira Barrera,Steven Weber,Helena Howard,Daphne Rubin-Vega,Guillermo Díaz,Miguel Sandoval,Camila Perez,Gianna Aragon,Tom Costanzo,Luca Costanzo,Olli Haaskivi,Marsha Stephanie Blake,Isabella Ferreira,Rocco Luna,Larita Brooks,Misha Brooks,Liam Foley,Zoë Verbil,Anthony Norman,Brian Jordan Alvarez,Max Jenkins,Peter Vack,Rana Roy,Peter Scanavino,Ali Ahn,Tami Sagher,Barbara Rosenblat,Michael Mulheren,Leo Bai-Scanavino,Becky Ann Baker,Dylan Baker,Marcia DeBonis,Raymond Anthony Thomas,Sunita Mani,Kylie Liya Page,David Iacono,Lachlan Riley Watson,Niles Fitch,Will Meyers,Ava DeMary,Lydia Look,Asante Blackk,Ayize Ma'at,Lovie Simone;United States;2020-10-15;2020;TV-MA;TV Comedies, TV Dramas;Filmed in isolation, this narrative anthology series features both dark and funny takes on how people strive to stay connected while staying apart.;1;Season;1
TV Show;The Cabin with Bert Kreischer;Unknown;Bert Kreischer,Anthony Anderson,Caitlyn Jenner,Tom Segura,Joey Diaz,Nikki Glaser,Fortune Feimster,Bobby Lee,Donnell Rawlings,Kaley Cuoco,Joel McHale,Ms. Pat,Deon Cole,Big Jay Oakerson;United States;2020-10-13;2020;TV-MA;Reality TV, TV Comedies;Fast-living comic Bert Kreischer heads to a cabin for some self-care and invites his funny friends to join his quest to cleanse his mind, body and soul.;1;Season;1
TV Show;Kipo and the Age of Wonderbeasts;Unknown;Karen Fukuhara,Sydney Mikayla,Deon Cole,Coy Stewart,Dee Bradley Baker,Sterling K. Brown,Dan Stevens,Jake Green,Steve Blum;United States;2020-10-12;2020;TV-Y7;Kids' TV, TV Comedies;Making her way through a world of mutant animals, a sheltered yet scrappy girl learns how to survive – and get home – with help from her ragtag crew.;3;Seasons;1
TV Show;Deaf U;Unknown;Unknown;United States;2020-10-09;2020;TV-MA;Docuseries;In this reality series, a tight-knit group of Deaf and hard of hearing students share their stories and explore life at Gallaudet University.;1;Season;1
TV Show;The Haunting of Bly Manor;Unknown;Victoria Pedretti,Oliver Jackson-Cohen,Henry Thomas,Amelia Eve,T'Nia Miller,Rahul Kohli,Tahirah Sharif,Amelie Bea Smith,Benjamin Evan Ainsworth;United States;2020-10-09;2020;TV-MA;TV Dramas, TV Horror, TV Mysteries;"Dead doesn't mean gone. An au pair plunges into an abyss of chilling secrets in this gothic romance from the creator of ""The Haunting of Hill House.""";1;Season;1
TV Show;Do Do Sol Sol La La Sol;Unknown;Go A-ra,Lee Jae-wook,Kim Ju-hun,Ye Ji-won,Lee Soon-jae,Shin Eun-soo,Seo Yi-sook;South Korea;2020-10-08;2020;TV-14;International TV Shows, Romantic TV Shows, TV Comedies;A riches-to-rags pianist who loses everything but her smile is guided by twinkling little stars to a small town where she finds hope, home and love.;1;Season;1
TV Show;Private Lives;Unknown;Seohyun,Ko Kyung-pyo,Kim Hyo-jin,Kim Young-min,Tae Won-seok,Song Sun-mi,Park Seong-geun,Jang Jin-hee,Yoon Sa-bong,Lee Hak-ju,Song Sang-eun,Jang Won-hyeok,Yoo Hee-je,Min Zio,Kim Min-sang,Kim Ba-da,Cha Soo-yeon;South Korea;2020-10-08;2020;TV-14;Crime TV Shows, International TV Shows, TV Dramas;In a world where data is no longer private, con artists uncover a sinister surveillance scheme headed by the government and a greedy corporation.;1;Season;1
TV Show;The 100;Unknown;Eliza Taylor,Paige Turco,Bob Morley,Marie Avgeropoulos,Christopher Larkin,Henry Ian Cusick,Isaiah Washington,Lindsey Morgan,Devon Bostick,Richard Harmon,Ricky Whittle,Jarod Joseph,Chelsey Reist,Sachin Sahel,Adina Porter;United States, Canada;2020-10-08;2020;TV-MA;TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy;A century after Earth was devastated by a nuclear apocalypse, 100 space station residents are sent to the planet to determine whether it's habitable.;7;Seasons;2
TV Show;To the Lake;Pavel Kostomarov;Viktoriya Isakova,Kirill Käro,Aleksandr Robak,Natalya Zemtsova,Maryana Spivak,Yuri Kuznetsov,Eldar Kalimulin,Viktoriya Agalakova,Alexander Yatsenko,Saveliy Kudryashov;Russia;2020-10-07;2020;TV-MA;International TV Shows, TV Dramas, TV Mysteries;Facing the end of civilization when a terrifying plague strikes, a group risks their lives, loves — and humanity — in a brutal struggle to survive.;1;Season;1
TV Show;Bad Boy Billionaires: India;Unknown;Unknown;India;2020-10-05;2020;TV-14;British TV Shows, Docuseries, International TV Shows;This investigative docuseries explores the greed, fraud and corruption that built up — and ultimately brought down — India’s most infamous tycoons.;1;Season;1
TV Show;Pat a Pat Como;Unknown;Unknown;Unknown;2020-10-03;2016;TV-Y;Kids' TV;For Como and his friends, each new adventure is a lesson on why it's important to be considerate — and to take care of one another!;1;Season;0
TV Show;Qurious Como;Unknown;Unknown;Unknown;2020-10-03;2017;TV-Y;Kids' TV;Shrunk down in size, Como and his friends examine the wonder-filled world around them one item at a time, from foods to household goods.;1;Season;0
TV Show;DreamWorks Happy Holidays from Madagascar;Unknown;Tom McGrath,Chris Miller,Christopher Knights,John DiMaggio,Ben Stiller,Chris Rock,David Schwimmer,Jada Pinkett Smith,Cedric the Entertainer,Andy Richter,Carl Reiner;United States;2020-10-02;2005;TV-PG;Kids' TV, TV Comedies;Madagascar goes wild with holiday spirit in this set of Valentine's Day and Christmas-themed tales featuring everyone's favorite animal characters.;1;Season;1
TV Show;Emily in Paris;Unknown;Lily Collins,Philippine Leroy-Beaulieu,Ashley Park,Lucas Bravo,Kate Walsh,Samuel Arnold,Bruno Gouery,Camille Razat;United States;2020-10-02;2020;TV-MA;Romantic TV Shows, TV Comedies, TV Dramas;After landing her dream job in Paris, Chicago marketing exec Emily Cooper embraces her adventurous new life while juggling work, friends and romance.;1;Season;1
TV Show;H2O: Just Add Water;Unknown;Cariba Heine,Phoebe Tonkin,Angus McLaren,Burgess Abernethy,Claire Holt,Alan David Lee,Cleo Massey,Jamie Timony;Australia;2020-10-02;2009;TV-PG;Kids' TV, TV Dramas;The gals in this fantasy series cope with the burden of growing a giant fin and transforming into mermaids whenever they come in contact with water.;3;Seasons;1
TV Show;Evil;Unknown;Katja Herbers,Mike Colter,Aasif Mandvi,Michael Emerson,Christine Lahti,Kurt Fuller,Marti Matulis;United States;2020-10-01;2019;TV-14;TV Dramas;A forensic psychologist partners with a Catholic priest-in-training to investigate miracles and demonic possession in this supernatural drama.;1;Season;1
TV Show;Familiar Wife;Unknown;Ji Sung,Han Ji-min,Kang Han-na,Jang Seung-jo;South Korea;2020-10-01;2018;TV-MA;International TV Shows, Romantic TV Shows, TV Dramas;After receiving a bizarre chance to go back in time, a man wakes up to find that his whole life — including the person he married — is different.;1;Season;1
TV Show;Food Wars!: Shokugeki no Soma;Unknown;Yoshitsugu Matsuoka,Risa Taneda,Minami Takahashi,Shizuka Ishigami,Natsuki Hanae,Yuki Ono,Takahiro Sakurai,Ai Kayano,Maaya Uchida,Taishi Murata,Yusuke Kobayashi,Saori Onishi,Hisako Kanemoto,Chinatsu Akasaki,Nobuhiko Okamoto,Junichi Suwabe,Yuichi Nakamura,Jun Fukuyama;Japan;2020-10-01;2016;TV-MA;Anime Series, International TV Shows, Teen TV Shows;Young chef Soma enters the prestigious Totsuki Culinary Academy, where he must emerge victorious in over-the-top cooking battles or face expulsion.;2;Seasons;1
